Replicas_S1,Replicas_S2,Node_S1,Node_S2,Load_N1,Load_N2,CPU_N1,CPU_N2,Lat_S1,Lat_S2
0.7739560485559633,0.4388784397520523,0.0,1.0,1.5949403329314873,0.5607659001953866,0.565460304810823,0.2695081740902888,51.81641433550309,27.255065011396
0.45038593789556713,0.37079802423258124,0.0,1.0,0.9040734106691951,0.6125590966972735,0.37589711662327896,0.27517480438034964,34.31423962061074,27.09267599616187
0.8276311719925821,0.6316643991220648,0.0,1.0,1.621215866764967,1.0086236656167986,0.5848194652088021,0.39830382146340854,54.02531391346682,36.130748012012155
0.04380376578722878,0.15428949206754783,1.0,1.0,0.10708238004352306,0.2987210188565485,0.12700228672234154,0.18147857837448578,23.601437152170185,23.857933587242883
0.12992150533547164,0.47570492622593374,0.0,0.0,1.005930039401079,0.03716270856017211,0.4072105545033757,0.10449371549516469,36.698124231428025,36.64038647446503
0.2883281039302441,0.6824955039749755,1.0,0.0,1.057688934116058,0.5800351613349328,0.4201978742217173,0.2803234306588652,27.12954466770773,37.49678974186636
0.45891577553833995,0.5687411959528937,0.0,0.0,1.8456904105677403,0.0,0.6633899067162369,0.08317130228384195,63.841174318304866,64.08999336585025
0.5535794006579958,0.5592071607454135,1.0,0.0,0.8213744875056984,1.0840412116827634,0.3549921050642811,0.4232993202560129,37.28038829125129,32.03529585879522
0.05830274168906602,0.28138389202199654,1.0,0.0,0.4566001057363832,0.09524285106130533,0.23856542863168212,0.13482875925806498,21.663206162446805,25.919733992600527
0.1669729199077039,0.022712073133860478,0.0,0.0,0.30822196723674655,0.024348624039279093,0.18777256676899673,0.10742952839906061,23.766227012554687,23.749119271116705
0.4461562755740307,0.3810212260964825,0.0,0.0,1.4598584797474652,0.0,0.5234864192000087,0.08677300387645598,46.905179694883984,47.603690222046446
0.6997071338107496,0.2658699614595196,1.0,1.0,0.0,1.835094988234133,0.09066382319990124,0.6484741208915635,61.57685751915333,61.88235200865834
0.45577628983361107,0.20236336479523032,1.0,0.0,0.31543182730945934,0.8818450818823824,0.18016896964895324,0.3652748196418534,33.07782303190695,23.362423868113893
0.6273088407024432,0.5840979689127356,0.0,1.0,1.2034428067737932,0.8851107351169191,0.46323280887185564,0.37912509628748015,41.876019144488204,34.55201939307386
0.10340296772255164,0.587644572177712,1.0,0.0,0.8351380611962919,0.1873154452873149,0.3367745568833244,0.16254614305433854,22.53101351363476,30.606307069144624
0.48230343694290023,0.7827352272502862,0.0,0.0,2.238546259345819,0.1456931233003665,0.7757079721365057,0.13381255578979132,79.10626266324732,80.3061415347849
0.3315689973425522,0.5206724024715378,1.0,0.0,0.7739690593864875,0.7164370062244866,0.33376120349039967,0.31334475349695906,29.3006665779941,30.302312623183816
0.6722400930398117,0.2812337838390083,0.0,1.0,1.4328766817586176,0.4283644018321568,0.5396903996378158,0.22351636456425553,48.53410086291402,24.513398141685933
0.5548524693914834,0.37092228386243875,0.0,1.0,1.151629398969784,0.5112370668893068,0.45480454981967755,0.2572206297278507,40.60639890483891,26.595863972691493
0.9360435700489633,0.16460781758201815,1.0,0.0,0.18563143818466482,1.8081902613819456,0.15741531063262065,0.658247990978688,63.40903756953461,22.418638839101504
0.5188583603864491,0.315929051830793,0.0,1.0,1.0171703592312114,0.529208013249184,0.4094386721539795,0.2741199638947151,36.85561984413234,26.90194094470374
0.24097057500568475,0.12275793241148603,0.0,1.0,0.47296518934723947,0.16497753256042966,0.2565039997265939,0.13842280294769405,26.132066678096134,22.237750634934137
0.9718264260609674,0.5007411862023423,0.0,0.0,2.7116433588653948,0.07037409306568584,0.9143988567286359,0.12755161585247435,102.58744086814812,103.58816771769857
0.6942624356428865,0.5811166092209024,0.0,0.0,2.243493613082086,0.045795127117800656,0.7597841567472301,0.11404485306128437,77.48511176774315,77.56335993722897
0.4885840453515333,0.6628642127635824,0.0,1.0,0.9694428067405716,0.9594991885618385,0.3885942538533665,0.3902747244812638,35.188836092012316,34.68924202077596
0.14033959706391264,0.41911431931630383,0.0,1.0,0.3745214246919088,0.5860093114465147,0.2094825937920809,0.2611683734155844,24.092942203204053,26.978694429049384
0.10914399676573494,0.8294286148827363,0.0,1.0,0.11092354204453714,1.2360096262968592,0.1226529184947655,0.46550849361539703,21.065943452444564,41.62268448568134
0.8674906317523249,0.45389688207629975,1.0,0.0,0.616474194050748,1.6801419845819179,0.30331139349843755,0.6330932670669793,59.49492516614149,29.015655664202388
0.14617324419269828,0.8246641904563413,0.0,0.0,1.5170788817728031,0.0388668788030872,0.5594713252765071,0.10789850292862517,51.233904898407104,50.61336847648013
0.021148016336440034,0.05539540916426011,0.0,0.0,0.09762278547831943,0.023576926127256953,0.13941399382169412,0.10862737111486175,22.11950437153114,21.970203841120473
0.8750049422346086,0.851131626822206,1.0,0.0,1.2718331103126344,1.8546682999157469,0.4972834821185428,0.660258955500289,63.21266022698588,44.17288042280259
0.8334585537885597,0.051961866465104256,0.0,1.0,1.5796878082284098,0.12431472377556543,0.5784505458506666,0.12619011028852484,53.224740995768435,21.724252995641265
0.6424832759955477,0.778996354578129,1.0,0.0,1.1558956629568493,1.2925946775962187,0.4614836186169864,0.4621118188695526,41.23630818163778,41.384969235869036
0.26646331750084606,0.13976841095395687,0.0,0.0,0.758979025618333,0.08636751070820925,0.3123550936363385,0.13454853334944467,29.59230784049513,29.725908279142153
0.6857433454559454,0.2968764745712853,1.0,1.0,0.029132762099385354,1.9034169830393157,0.12051394751959255,0.6754159617010904,66.49063939514478,65.83816871143003
0.8043918279470774,0.5327222760657402,1.0,1.0,0.0,2.4573462667225074,0.08821696376885135,0.8450273834409288,91.31180234774966,91.9927514232359
0.0950957482299346,0.7257156282714269,1.0,0.0,1.0099714296244782,0.18684383781495917,0.39127135696139526,0.15087035292082498,23.031800555683787,35.628094383290005
0.7951148389830859,0.9460270628173303,0.0,0.0,2.948442264723111,0.0,0.9876527741324457,0.11155312036106697,117.8501809612638,116.40015547085252
0.5226317755131228,0.7639233900065879,1.0,1.0,0.08081048408256036,2.08798672219589,0.11833211097285706,0.7323050798867005,72.8362758030597,74.36504752681343
0.6578632850405278,0.4186083007903795,1.0,1.0,0.04068818449831053,1.9970625990660766,0.11453523555086485,0.7014627886468099,69.34017600525677,68.77333175324621
0.3144399802042629,0.15761164862499966,1.0,0.0,0.2864086852830142,0.5759531563096053,0.18467251528170847,0.2876005023694713,27.899610781910948,22.999268781402122
0.7803014939093922,0.47936956412454035,0.0,0.0,2.3461053635274443,0.042839699128326345,0.8122498097271339,0.11839307475173884,87.13880189034957,85.8723944957435
0.12192167833511258,0.5882579999692207,0.0,1.0,0.24923737888737682,0.9478645341968573,0.1587486182556238,0.37184288811799576,21.719473411247552,33.42964519938052
0.3019273914424916,0.9184418955155542,1.0,1.0,0.0,1.8660124543266823,0.10054353585390383,0.6550859759616212,63.143456476017285,63.26474040326961
0.9991047304742386,0.6656847361065369,0.0,1.0,2.03621611521727,1.0099876728655588,0.7161654816211955,0.3959495692309688,71.19949399965618,35.77599418574746
0.19820422721289788,0.9106382271308853,0.0,1.0,0.3831165148300268,1.3600802323299215,0.22323014486924878,0.48809346598843484,24.3349335937972,43.08243045533893
0.849408842923073,0.057231940153260386,1.0,1.0,0.0,1.794555100173129,0.11089217496710793,0.6516433913746156,62.42934198485797,63.14070389700574
0.6300118445763987,0.851131099761935,0.0,0.0,2.4626935131674488,0.0,0.8352278870694904,0.10803585019378602,90.62094724943954,89.06947157616803
0.054500314991295595,0.6163089699275328,0.0,0.0,1.026909752339504,0.0,0.4173558956175361,0.09394999287191269,37.151644241484796,36.88371815502673
0.4585606424584898,0.784080948341408,0.0,1.0,0.9335543850311037,1.1942175152085541,0.3932729320646128,0.4548373930539225,34.72793100104688,41.22131662029483
0.6492331552453089,0.9405944096955184,0.0,0.0,2.702801048523728,0.017438794702314755,0.9303504401583814,0.12600144370123198,106.5898847178558,106.63528944694795
0.3047046037608313,0.42790321368135,1.0,1.0,0.0,1.2669594386165652,0.09166631194050595,0.4641921566518799,40.5109441117167,40.988743773217536
0.0360598342773637,0.4184000441568604,0.0,0.0,0.7550194032853829,0.0,0.32998290551012444,0.09592921763649676,30.746689873870324,30.98153461759806
0.3162141518240431,0.7874322219859539,0.0,1.0,0.575331392340966,1.1814652860970443,0.29857615496824813,0.456670383255366,29.631379284865417,40.9005439833469
