Service_0_Replicas,Service_0_Arrival_Rate,Service_0_Service_Rate,Service_0_Latency_ms,Service_0_Node_CPU_Usage,Service_1_Replicas,Service_1_Arrival_Rate,Service_1_Service_Rate,Service_1_Latency_ms,Service_1_Node_CPU_Usage,Service_2_Replicas,Service_2_Arrival_Rate,Service_2_Service_Rate,Service_2_Latency_ms,Service_2_Node_CPU_Usage,Service_3_Replicas,Service_3_Arrival_Rate,Service_3_Service_Rate,Service_3_Latency_ms,Service_3_Node_CPU_Usage,E2E_Latency_Workflow_0,E2E_Latency_Workflow_1
1,87.27381279202442,36.951922619776916,58.20054045987304,0.4922717853637461,7,36.951922619776916,1099.0360245078448,5.19252820366347,0.09811427104745518,9,21.53022694079913,780.6927992567817,6.619452467945514,0.09811427104745518,5,21.53022694079913,679.4786080725981,21.13123424457523,0.4922717853637461,63.39306866353651,27.750686712520743
9,59.91263083142513,1520.762498627983,5.467973795174794,0.14410634449530385,1,59.91263083142513,156.4557932153673,13.093757440690569,0.2347557030410855,5,97.3628221955413,800.5451473663857,9.064027695453373,0.2347557030410855,9,97.3628221955413,936.0880260377953,7.149490419358669,0.14410634449530385,18.561731235865363,16.21351811481204
4,77.02859403170355,314.5942578594694,8.0956454966707,0.1588931950088319,10,77.02859403170355,1045.2004602964544,6.20488996956318,0.13580099770272108,7,21.692935480192446,425.905779804114,6.991056793296194,0.13580099770272108,5,21.692935480192446,493.4367269850976,7.391296052636215,0.1588931950088319,14.30053546623388,14.38235284593241
9,44.8730541127157,1285.6427164394602,5.517795202597908,0.1313555736503112,3,44.8730541127157,167.9504293365585,9.51798313386405,0.21388392743227552,8,80.82319397519245,1175.4381452219227,7.7120996417900605,0.21388392743227552,7,80.82319397519245,718.2338771783083,6.693344009881396,0.1313555736503112,15.035778336461957,14.405443651671456
7,70.15626656114244,852.1974941662979,5.679479551670031,0.15938324939817156,5,70.15626656114244,671.2464880005316,6.46770937409411,0.177258894425107,8,60.328644467087216,204.37768177783275,10.921722649766252,0.177258894425107,4,60.328644467087216,234.50096443006103,9.755929078059717,0.15938324939817156,12.14718892576414,20.677651727825967
9,15.247246752015942,655.6218875820274,6.400661412474857,0.2267571706978223,3,15.247246752015942,360.7973622642903,5.567645949132369,0.1412588593029775,5,69.78821862946488,832.6183461994311,6.453102249259694,0.1412588593029775,5,69.78821862946488,120.44086582047443,23.699482409065048,0.2267571706978223,11.968307361607227,30.15258465832474
10,24.51446011302416,474.16178488370315,5.82558344359616,0.15308006564282248,6,24.51446011302416,601.8487776199531,5.26549793317783,0.10765365391523608,7,37.136088023308886,595.8838892972719,5.7091677350202845,0.10765365391523608,7,37.136088023308886,288.6874366718493,6.868812278664468,0.15308006564282248,11.091081376773989,12.577980013684751
8,33.928296531356764,1281.4013017107443,5.607650731230121,0.10095545056608578,10,33.928296531356764,1008.8507038588195,5.1571319224498975,0.08863744198979831,5,18.675186593814935,510.19866085024995,5.360463453500782,0.08863744198979831,10,18.675186593814935,750.7219234711745,6.434411519788627,0.10095545056608578,10.764782653680019,11.79487497328941
5,78.26675768516891,488.8837357975933,6.943120030534588,0.18037585813961515,8,78.26675768516891,1001.1010752343392,5.454018288069575,0.11577676916581452,8,17.59998890259002,219.92441036112518,7.3050852163848745,0.11577676916581452,5,17.59998890259002,396.8750910995068,7.185956980792851,0.18037585813961515,12.397138318604163,14.491042197177727
3,25.35336716831975,373.7730154382133,5.577876418974836,0.1699818253483054,10,25.35336716831975,1263.6478846665502,5.265157145896112,0.11514276918159311,5,96.27032919173008,804.4617045252576,7.40027178070894,0.11514276918159311,5,96.27032919173008,537.9924977543443,9.635848745642054,0.1699818253483054,10.843033564870948,17.036120526350995
9,52.61404609512584,717.1417756949346,5.505761639061366,0.1490485649518004,3,52.61404609512584,297.0121885647252,12.651226318238951,0.5546446984055491,1,84.3662731774922,45.24483601974994,60.939510250745,0.5546446984055491,9,45.24483601974994,355.89270063941854,7.021554850393878,0.1490485649518004,18.156987957300316,67.96106510113889
4,79.17827427258914,739.5285284990777,5.337614568769273,0.12992585746672464,2,79.17827427258914,53.46852022342472,58.36201730867196,0.48577928840883255,4,43.38300554761949,661.9410598862974,20.211412670740046,0.48577928840883255,9,43.38300554761949,1723.697020012987,6.561762921620249,0.12992585746672464,63.699631877441234,26.773175592360296
2,94.2439213044067,56.16782298123844,58.28760246665735,0.4947426274610353,2,56.16782298123844,397.25520306010134,6.659500740435732,0.16935958582466049,9,77.37472175112543,1627.3835563105383,7.04676452937725,0.16935958582466049,9,77.37472175112543,691.8050639658846,21.30899773801363,0.4947426274610353,64.94710320709308,28.35576226739088
8,18.502000125536377,537.9431429289251,5.452697401372037,0.1504488952056539,8,18.502000125536377,506.99762800818604,6.450209714855125,0.16705655025050312,9,84.80014049124155,470.4146592155373,9.092096120022083,0.16705655025050312,2,84.80014049124155,354.84233470148723,10.010954901927684,0.1504488952056539,11.902907116227162,19.103051021949767
5,97.46437834548706,229.50775229612572,15.651471677390337,0.2707009016885702,6,97.46437834548706,368.02851239876367,9.355948963239575,0.20049365903886052,10,70.98928062515716,1111.3938769171393,7.296732989788532,0.20049365903886052,2,70.98928062515716,249.20197931952484,12.9211262273487,0.2707009016885702,25.00742064062991,20.21785921713723
9,76.50856035239876,380.48116191355825,7.813519380173601,0.16545838418090184,2,76.50856035239876,183.12814977697863,14.5287386243826,0.21969026988470458,6,53.972564081638,1152.0731176107276,8.710453662152483,0.21969026988470458,7,53.972564081638,1305.2586209331541,6.974289603417488,0.16545838418090184,22.3422580045562,15.68474326556997
8,19.530766337567798,763.5246198154775,7.069386908210618,0.1972224274143562,2,19.530766337567798,254.5753191643742,5.20718683935682,0.10178085265825298,5,82.39248240516737,806.2871043269686,6.887103838902466,0.10178085265825298,5,82.39248240516737,198.22959708916144,15.309582670063511,0.1972224274143562,12.276573747567438,22.19668650896598
8,57.769263153914814,1409.544093437456,6.819331338619725,0.17745766655319448,7,57.769263153914814,659.8401772848373,5.775157234328819,0.19687016461729526,10,68.67379230219768,1017.0143877373396,8.067761379556583,0.19687016461729526,9,68.67379230219768,563.3930280560814,7.062230950278628,0.17745766655319448,12.594488572948544,15.129992329835211
5,15.990297125966034,231.55591977342846,9.248612361762044,0.39659978768307597,6,15.990297125966034,455.16144783800036,5.562778006451219,0.16774653594802177,6,92.88734252387052,427.49768892497036,8.8564292105242,0.16774653594802177,2,92.88734252387052,81.57642291952779,58.25229786580925,0.39659978768307597,14.811390368213264,67.10872707633345
5,14.804373936445785,712.6430741195556,5.55472295837626,0.15090237810797769,6,14.804373936445785,463.4303847082134,5.817943230621237,0.19239812669944273,8,88.75044480111477,222.6040892984204,14.654979080338848,0.19239812669944273,9,88.75044480111477,584.0078728481832,8.41667848212284,0.15090237810797769,11.372666188997497,23.071657562461688
10,43.62527246136144,383.0094252266888,6.5965504073436785,0.13272218983777712,6,43.62527246136144,176.1188157823126,8.813308793336757,0.15896262563425814,9,18.920182742188793,1642.2980931627396,6.618388435471449,0.15896262563425814,9,18.920182742188793,1479.2819260432216,6.74119090776318,0.13272218983777712,15.409859200680437,13.359579343234628
9,22.10969875718324,1013.0410497084715,6.118778162288713,0.13401781165712456,6,22.10969875718324,619.8233148409971,6.2586959356020095,0.250868086412163,3,67.56069441133991,135.4749419151367,18.81517691469034,0.250868086412163,3,67.56069441133991,285.1202590412379,10.182188669468454,0.13401781165712456,12.377474097890723,28.997365584158793
5,39.47460079712909,717.1690109103508,5.348766485073325,0.13205424738972338,4,39.47460079712909,763.1777072350451,5.755697155274843,0.1285692314186748,8,53.28193854700707,931.0260973552046,7.4513468847367,0.1285692314186748,4,53.28193854700707,549.8628852032734,7.232245038045221,0.13205424738972338,11.104463640348168,14.683591922781922
2,35.93400527642156,112.86565352525861,11.638124695580533,0.24276571621897122,8,35.93400527642156,1399.4354583892875,5.316967086668643,0.11153511181855029,7,65.29417664877278,1054.401691621998,6.819559409532074,0.11153511181855029,1,65.29417664877278,188.4691680861127,14.238313876675237,0.24276571621897122,16.955091782249177,21.05787328620731
5,63.43138040197187,815.6033550847774,5.342781248827642,0.1309162420839449,8,63.43138040197187,524.8720295284295,5.553340299735846,0.14686227138106597,6,18.55442778079611,304.9946084202119,7.218466978546918,0.14686227138106597,7,18.55442778079611,861.2624476826506,5.342781248827642,0.1309162420839449,10.896121548563489,12.56124822737456
6,81.932024486086,767.5609168444213,5.6434311438548175,0.13588151190833148,5,81.932024486086,207.76022965101052,12.889629841469484,0.21266093255070426,5,17.893811071969157,476.7474707113415,8.086485577605284,0.21266093255070426,7,17.893811071969157,985.7515807688267,6.974818152091559,0.13588151190833148,18.5330609853243,15.061303729696842
8,34.34814468191581,612.7935714941386,5.514675800712501,0.1472832645996981,4,34.34814468191581,186.404028230378,7.687464123819925,0.15649797334929422,8,49.41136334788779,1210.7474204954242,6.640839931433402,0.15649797334929422,4,49.41136334788779,754.0207905236928,6.76587837226268,0.1472832645996981,13.202139924532426,13.406718303696081
1,98.79683904318898,191.2150388006914,19.52995106590774,0.21272299724501753,8,98.79683904318898,1384.768498034727,5.325348704326157,0.09311857066059089,5,20.972951050160134,717.486728594904,6.300470015411957,0.09311857066059089,6,20.972951050160134,610.6633987890863,8.887854977027272,0.21272299724501753,24.855299770233895,15.18832499243923
1,49.80827143611039,185.31954119279976,9.607999659258628,0.20712385977528883,4,49.80827143611039,159.62365591719956,9.611001027124733,0.21186556604439571,7,89.12800218769708,1194.4896903727822,8.269746427242842,0.21186556604439571,3,89.12800218769708,599.5165544560889,8.381902919837172,0.20712385977528883,19.21900068638336,16.651649347080014
9,90.73300590069627,570.1414540266583,7.065214884665856,0.21079898185333068,1,90.73300590069627,159.81822932459934,26.553174341215087,0.5013608823533008,3,91.95744044177968,79.52786366713596,63.278667534244235,0.5013608823533008,7,79.52786366713596,205.08897543814265,13.64586755062539,0.21079898185333068,33.61838922588095,76.92453508486963
3,86.44679586307656,492.52048096650515,8.103985742180413,0.29206835441196793,1,86.44679586307656,158.9795118387885,21.920688709601585,0.28216130787790517,5,85.41821967898447,281.60389964714983,15.935150737817779,0.28216130787790517,1,85.41821967898447,133.40213202375176,28.06656587915259,0.29206835441196793,30.024674451781998,44.00171661697037
1,27.373734178201367,147.7828455106347,11.725988000991878,0.45552748299547724,3,27.373734178201367,390.2335472276175,6.14558845020867,0.18750256643821003,1,65.46780729347796,179.1462280460271,12.553624232334606,0.18750256643821003,1,65.46780729347796,51.16301235605058,59.367781848021124,0.45552748299547724,17.871576451200546,71.92140608035572
6,51.27045782126408,807.321009476399,5.6608646063297465,0.12142431029242721,8,51.27045782126408,368.9875667176716,7.102637920115945,0.15442889886721936,5,37.120836926324614,729.7983501301596,6.765715983830129,0.15442889886721936,6,37.120836926324614,1135.84196247116,6.613166785893884,0.12142431029242721,12.763502526445691,13.378882769724012
2,52.67518565343563,88.27405955419552,24.299760837470807,0.2660575474502222,2,52.67518565343563,149.69365735389925,11.678489006702245,0.2133204258915232,5,64.98887923329654,470.62980692701325,8.600534002215609,0.2133204258915232,7,64.98887923329654,414.2119436381721,11.186889924951524,0.2660575474502222,35.97824984417305,19.787423927167133
5,47.65600397411743,303.0335813837899,6.267359180856548,0.15997193865067585,5,47.65600397411743,609.1947103887288,5.972025773823626,0.2085167760534268,6,68.3153633981089,461.5112839699666,7.816018868749576,0.2085167760534268,7,68.3153633981089,831.921923335596,6.429123398569632,0.15997193865067585,12.239384954680174,14.245142267319208
